GOES-16,10/8/2020,2020282,10:40:18,large Sharkfin,13,"47,115","5,871,435",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20201008/fd/16panel/medium/16panel_2020282_104018_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_10_08_282/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020282104018*.nc,
GOES-16,10/13/2020,2020287,5:30:17,Sharkfin,7,"-14,105","34,551,215",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20201013/fd/16panel/medium/16panel_2020287_053017_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_10_13_287/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020287053017*.nc,
GOES-16,10/27/2020,2020301,21:20:19,Sharkfin,7,"-52,80","50,342,553",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20201027/fd/16panel/medium/16panel_2020301_212019_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_10_27_301/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020301212019*.nc,
GOES-16,10/30/2020,2020304,22:30:18,Sharkfin,8,"-52,90","50,272,242",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20201030/fd/16panel/medium/16panel_2020304_223018_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_10_30_304/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020304223018*.nc,
GOES-16,12/4/2020,2020339,17:30:13,Sharkfin-like feature,1,"-43,125","93,542,188",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20201204/fd/16panel/medium/16panel_2020339_173032_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_12_04_339/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020339173032*.nc,
GOES-16,12/28/2020,2020363,6:00:21,Sharkfin,13,"-14,105","34,551,215",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20201228/fd/16panel/medium/16panel_2020363_063021_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_12_28_363/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020363063021*.nc,
GOES-16,1/3/2021,2021003,4:50:20,Sharkfin,10,"14,95","19,591,674",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20210103/fd/16panel/medium/16panel_2021003_045020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2021/2021_01_03_003/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2021003045020*.nc,
GOES-16,1/6/2021,2021006,13:50:20,Sharkfin,11,"-58,70","51,752,846",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20210106/fd/16panel/medium/16panel_2021006_135020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2021/2021_01_06_006/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2021006135020*.nc,
GOES-16,1/6/2021,2021006,23:30:20,Sharkfin,11,"-58,70","51,752,846",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20210106/fd/16panel/medium/16panel_2021006_233020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2021/2021_01_06_006/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2021006233020*.nc,
GOES-16,1/15/2021,2021015,23:00:19,Sharkfin,13,"-44,95","47,821,975",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20210115/fd/16panel/medium/16panel_2021015_230019_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2021/2021_01_15_015/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2021015230019*.nc,
GOES-16,1/19/2021,2021019,23:30:19,Sharkfin,8,"-59,80","51,962,581",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20210119/fd/16panel/medium/16panel_2021019_233019_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2021/2021_01_19_019/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2021019233019*.nc,
GOES-16,1/25/2021,2021025,9:20:19,Sharkfin,11,"-35,85","44,612,276",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20210125/fd/16panel/medium/16panel_2021025_092019_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2021/2021_01_25_025/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2021025092019*.nc,
GOES-17,12/14/2019,2019348,7:10:34,Sharkfin,11,"-24,165","39,551,398",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-17/20191214/fd/16panel/medium/16panel_2019348_071034_WEST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2019/2019_12_14_348/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2019348071034*.nc,
GOES-17,12/14/2019,2019348,8:20:33,Sharkfin,15,"28,165","12,851,446",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-17/20191214/fd/16panel/medium/16panel_2019348_082033_WEST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2019/2019_12_14_348/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2019348082033*.nc,
GOES-17,12/15/2019,2019349,16:50:34,Sharkfin,6,"-48,165","48,971,788",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-17/20191215/fd/16panel/medium/16panel_2019349_165034_WEST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2019/2019_12_15_349/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2019349165034*.nc,
GOES-17,12/15/2019,2019349,16:50:34,Sharkfin,7,"-48,165","48,971,788",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-17/20191215/fd/16panel/medium/16panel_2019349_165034_WEST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2019/2019_12_15_349/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2019349165034*.nc,
GOES-17,12/15/2019,2019349,16:50:34,Sharkfin,10,"-48,165","48,971,788",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-17/20191215/fd/16panel/medium/16panel_2019349_165034_WEST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2019/2019_12_15_349/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2019349165034*.nc,
